step,return,config
21648,0.9742857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21656,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21696,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21704,0.9595918367346938,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21736,0.9669387755102041,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21760,0.9522448979591837,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21760,0.9742857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21776,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21816,0.9669387755102041,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21824,0.6546938775510205,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21832,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21896,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21920,0.5591836734693878,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21944,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21944,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21952,0.9155102040816326,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22000,0.9816326530612245,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22016,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22032,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22064,0.8934693877551021,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22112,0.9522448979591837,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22112,0.9595918367346938,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22128,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22128,0.9742857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22168,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22184,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
