step,return,config
10228,19.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10260,34.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10304,100.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10320,27.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10360,13.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10416,38.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10428,49.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10436,18.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10440,29.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10520,19.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10520,22.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10532,23.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10584,41.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10640,29.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10652,16.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10708,16.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
