step,return,config
9952,17.0,PPO-LSTM / CartPole-Masked (POMDP)
10040,10.0,PPO-LSTM / CartPole-Masked (POMDP)
10040,27.0,PPO-LSTM / CartPole-Masked (POMDP)
10048,15.0,PPO-LSTM / CartPole-Masked (POMDP)
10072,21.0,PPO-LSTM / CartPole-Masked (POMDP)
10096,19.0,PPO-LSTM / CartPole-Masked (POMDP)
10128,10.0,PPO-LSTM / CartPole-Masked (POMDP)
10144,29.0,PPO-LSTM / CartPole-Masked (POMDP)
10176,16.0,PPO-LSTM / CartPole-Masked (POMDP)
10192,14.0,PPO-LSTM / CartPole-Masked (POMDP)
10200,18.0,PPO-LSTM / CartPole-Masked (POMDP)
10208,13.0,PPO-LSTM / CartPole-Masked (POMDP)
10240,13.0,PPO-LSTM / CartPole-Masked (POMDP)
10272,15.0,PPO-LSTM / CartPole-Masked (POMDP)
10272,47.0,PPO-LSTM / CartPole-Masked (POMDP)
10296,12.0,PPO-LSTM / CartPole-Masked (POMDP)
10320,69.0,PPO-LSTM / CartPole-Masked (POMDP)
10328,14.0,PPO-LSTM / CartPole-Masked (POMDP)
10328,10.0,PPO-LSTM / CartPole-Masked (POMDP)
10384,10.0,PPO-LSTM / CartPole-Masked (POMDP)
10416,26.0,PPO-LSTM / CartPole-Masked (POMDP)
10424,11.0,PPO-LSTM / CartPole-Masked (POMDP)
10440,14.0,PPO-LSTM / CartPole-Masked (POMDP)
10464,35.0,PPO-LSTM / CartPole-Masked (POMDP)
10496,27.0,PPO-LSTM / CartPole-Masked (POMDP)
10528,12.0,PPO-LSTM / CartPole-Masked (POMDP)
10536,11.0,PPO-LSTM / CartPole-Masked (POMDP)
10544,19.0,PPO-LSTM / CartPole-Masked (POMDP)
